	cons	rand	q95	cat
IGF2BP1	89	103.016	119.0	None
IBTK	55	72.522	85.0	None
KRT5	0	0.0	0.0	None
IQCH	148	134.009	152.0	None
ITGA6	0	0.0	0.0	None
ITCH	0	0.0	0.0	ub
ITIH1	517	292.303	316.04999999999995	None
IPO8	0	0.0	0.0	None
KDM2B	0	0.0	0.0	ub
KIF21B	47	65.944	80.0	None
KIF18B	0	0.0	0.0	None
KRTCAP3	0	0.0	0.0	None
KDM8	78	19.823	28.0	None
KATNAL1	52	56.074	67.04999999999995	None
KRT86	126	95.466	111.0	None
KLHL21	0	0.0	0.0	ub
KLF9	27	33.404	43.0	None
KLHL13	172	145.046	164.0	ub
KCNG4	37	47.285	59.0	None
KDSR	44	53.888	65.0	None
FAM89B	108	86.54	101.0	None
LRP6	0	0.0	0.0	None
LRRC41	42	50.008	62.0	None
LTV1	0	0.0	0.0	None
MCOLN2	0	0.0	0.0	None
MBIP	17	43.439	54.0	None
MAP3K9	0	0.0	0.0	None
LYZL6	109	84.324	99.0	None
MEPCE	29	38.174	48.0	None
MFSD1	0	0.0	0.0	None
MROH1	0	0.0	0.0	None
MSH5	0	0.0	0.0	None
MTHFD2L	0	0.0	0.0	None
MTA3	0	0.0	0.0	None
MUC15	0	0.0	0.0	None
MTHFSD	45	48.419	58.0	None
NEUROD6	58	50.507	62.0	None
MYOD1	0	0.0	0.0	None
MUTYH	0	0.0	0.0	None
NBEAL1	142	65.46	79.0	None
PMP2	0	0.0	0.0	None
HR	53	73.26	86.0	None
UROS	120	110.242	126.0	None
HAPLN3	60	48.24	59.0	None
HSDL2	0	0.0	0.0	None
PRM1	0	0.0	0.0	None
HMBOX1	61	39.417	50.0	None
HNRNPU	0	0.0	0.0	None
PPP1R13L	88	82.393	97.0	None
IDO1	65	63.859	77.0	None
ICAM1	43	62.124	74.0	None
IL20RB	0	0.0	0.0	None
EIF5	0	0.0	0.0	None
IL25	29	16.298	23.0	None
IL20	105	96.642	112.0	None
IFNL3	89	66.823	80.0	None
IHH	0	0.0	0.0	None
IGFBPL1	32	18.392	25.049999999999955	None
NFKBIE	106	109.19	125.0	None
IL2RG	0	0.0	0.0	None
HOXA6	83	72.473	85.0	None
EIF2S3	48	34.915	44.0	None
NFKBIB	0	0.0	0.0	None
MAGI2	20	27.397	35.0	None
HOXA7	52	45.558	57.0	None
IL10	337	291.268	316.0	None
MAS1	79	98.862	115.0	None
MED19	0	0.0	0.0	None
LY6G6C	115	120.171	138.0	None
MATN2	73	50.544	62.0	None
MAT2B	32	54.302	66.0	None
MATN3	47	42.551	54.0	None
MACC1	44	53.051	65.0	None
MAK	0	0.0	0.0	None
MACROD1	7	6.055	10.0	None
MACROD2	0	0.0	0.0	None
MDFIC	39	31.314	40.0	None
LY6D	0	0.0	0.0	None
MDFI	0	0.0	0.0	None
HOXB6	20	18.965	26.0	None
HAS1	64	61.319	74.0	None
LYG1	0	0.0	0.0	None
INVS	0	0.0	0.0	None
IRF4	25	30.882	40.0	None
IER3IP1	10	14.431	21.0	None
IL1RAPL1	0	0.0	0.0	None
MCTP2	126	193.216	215.0	None
ING3	0	0.0	0.0	None
INTS9	158	129.201	147.0	None
IP6K1	101	99.409	114.0	None
INMT	88	86.615	102.0	None
AK7	151	130.238	149.0	None
JMJD1C	206	133.384	151.0	None
JUNB	0	0.0	0.0	None
KHDRBS3	19	36.442	46.0	None
KRT33B	57	44.998	56.0	None
KYNU	0	0.0	0.0	None
MKS1	0	0.0	0.0	None
MIIP	220	134.4	153.04999999999995	None
OGN	116	157.148	176.0	None
MORN3	0	0.0	0.0	None
MORN5	70	69.709	83.0	None
MPV17	48	27.05	35.0	None
CDC25B	0	0.0	0.0	None
MPND	33	39.706	50.0	None
MOCS1	141	128.255	146.0	None
MON2	285	181.971	202.0	None
MMP2	527	304.445	329.0	None
NCF1	207	140.134	158.04999999999995	None
CD164	96	37.534	47.0	None
CYB5R1	0	0.0	0.0	None
CYB5R2	379	220.04	242.0	None
NCOA5	153	133.627	153.0	None
MYCBP2	0	0.0	0.0	ub
MFN1	0	0.0	0.0	None
MIOX	141	121.467	138.0	None
MFNG	196	230.883	255.0	None
MAPK1	53	51.558	63.049999999999955	None
CDC42BPB	51	37.488	47.0	None
MT3	146	146.057	165.0	None
MTSS1	0	0.0	0.0	None
MYOC	42	33.871	44.0	None
NAALADL2	111	79.813	93.0	None
NDE1	102	41.015	51.0	None
N4BP2L1	89	91.997	108.0	None
NPAT	148	91.608	108.0	None
NPFFR1	0	0.0	0.0	None
NDUFV1	0	0.0	0.0	None
NEUROG2	0	0.0	0.0	None
PMEL	64	61.999	74.0	None
PMEPA1	0	0.0	0.0	None
NLGN2	131	129.011	146.0	None
NECAB2	0	0.0	0.0	None
NAP1L2	111	131.206	148.0	chap
PNPLA6	0	0.0	0.0	None
PNPLA7	0	0.0	0.0	None
PMFBP1	0	0.0	0.0	None
PNN	14	10.026	16.0	None
PPP3CA	84	102.219	118.04999999999995	None
PLA2G6	111	63.884	76.0	None
PPP3CB	48	63.42	76.0	None
BPGM	0	0.0	0.0	None
PINK1	0	0.0	0.0	None
PPP3CC	140	123.938	140.04999999999995	None
PLEKHA1	0	0.0	0.0	None
PINLYP	0	0.0	0.0	None
PLEKHA2	64	47.439	58.0	None
PLEKHA3	287	189.164	211.0	None
PILRA	41	46.039	57.0	None
PLEKHA4	0	0.0	0.0	None
POMGNT1	36	34.311	44.0	None
PLEKHA5	0	0.0	0.0	None
PLEKHA7	375	238.714	264.0	None
PLEKHA8	0	0.0	0.0	None
PLEKHB1	40	44.466	56.0	None
PP2D1	27	28.11	37.0	None
NDUFA1	86	112.02	128.0	None
NDUFA2	39	55.108	66.0	None
NEK4	0	0.0	0.0	None
NPLOC4	0	0.0	0.0	None
NOP9	65	43.723	55.0	None
NEK3	0	0.0	0.0	None
NOA1	0	0.0	0.0	None
NUP155	0	0.0	0.0	None
NTHL1	236	161.498	181.0	None
NSL1	0	0.0	0.0	None
NUDT4	414	204.88	227.0	None
NUDT8	0	0.0	0.0	None
OASL	0	0.0	0.0	None
OR2A12	0	0.0	0.0	None
PEX13	20	17.736	24.049999999999955	None
ELOVL6	22	13.277	20.0	None
FAM161A	0	0.0	0.0	None
MTFMT	0	0.0	0.0	None
ESM1	131	101.325	116.0	None
FMN1	0	0.0	0.0	None
FRAT2	0	0.0	0.0	None
GADD45G	0	0.0	0.0	None
G6PC	60	65.736	79.0	None
GGA3	0	0.0	0.0	None
GLB1L2	151	99.748	115.0	None
GABRA1	55	34.984	45.0	None
GPHN	0	0.0	0.0	None
GPR139	10	15.641	22.049999999999955	None
GPR12	61	73.83	88.0	None
GRB10	48	21.631	29.0	None
GPR1	69	89.566	105.0	None
HIF3A	49	45.328	56.0	None
HIRA	109	90.376	106.0	chap
HSDL1	0	0.0	0.0	None
HSPB1	72	57.567	70.0	chap
HNRNPDL	231	230.907	253.04999999999995	None
HNF4A	0	0.0	0.0	None
IER5L	0	0.0	0.0	None
IL1RL1	0	0.0	0.0	None
IFT20	0	0.0	0.0	None
CSF2RB	55	36.927	47.0	None
IL5RA	0	0.0	0.0	None
IGFBP6	21	33.658	43.0	None
IRAK2	117	57.945	70.0	None
SPINK5	193	104.366	121.0	None
INHBE	298	221.077	242.0	None
JMJD4	46	19.756	27.0	None
JAKMIP2	0	0.0	0.0	None
KLHL15	0	0.0	0.0	ub
KLHL4	0	0.0	0.0	None
KLF8	94	96.077	111.0	None
KCNJ4	32	27.244	36.0	None
KCNQ4	42	36.734	47.0	None
POFUT2	43	38.409	48.0	None
OOEP	135	97.376	112.0	None
OSBPL3	139	127.05	145.0	None
NXPH2	30	23.534	32.0	None
NXT2	0	0.0	0.0	None
OTOA	0	0.0	0.0	None
OTOS	0	0.0	0.0	None
ORMDL2	0	0.0	0.0	None
NXF1	93	85.135	99.0	None
OR6Y1	41	33.434	43.0	None
OR5D14	0	0.0	0.0	None
MTPAP	0	0.0	0.0	None
PARP14	73	59.696	72.0	None
PCLO	87	74.407	88.0	None
PALM3	133	106.618	123.0	None
PAPSS1	26	35.647	46.0	None
PDCD1	0	0.0	0.0	None
PAIP1	56	51.672	63.0	None
PDCD4	44	61.046	73.0	None
CLNS1A	18	17.207	24.0	None
EIF5A2	14	34.111	44.0	None
IRF3	122	96.858	113.0	None
IFNLR1	185	162.927	182.0	None
ITPKB	0	0.0	0.0	None
IP6K2	24	37.307	48.0	None
IPO4	90	74.275	87.0	chap
AK9	85	74.114	87.0	None
ITSN1	0	0.0	0.0	None
KDM4A	52	90.987	107.0	None
JUND	137	81.472	94.0	None
JUN	54	56.372	68.0	None
ITPK1	0	0.0	0.0	None
KRTAP24-1	24	26.55	35.0	None
KEAP1	165	138.984	156.0	ub
PRKAR2B	211	163.402	182.0	None
KCNB2	164	128.211	146.0	None
KIF2C	76	43.538	54.049999999999955	None
KLHL35	45	42.54	53.0	None
KCNE2	32	25.436	33.0	None
LETM2	20	20.394	27.0	None
LNPEP	284	191.591	213.0	None
TMPO	0	0.0	0.0	None
LEAP2	54	97.874	113.0	None
LRIT3	140	111.576	127.0	None
LTBP4	0	0.0	0.0	None
LURAP1	0	0.0	0.0	None
MYO9A	68	90.024	105.0	None
LRRC24	20	24.21	32.0	None
L1TD1	163	75.146	89.0	None
LRRC8E	0	0.0	0.0	None
LRCH4	97	85.827	101.0	None
LPAR4	0	0.0	0.0	None
LMOD3	69	63.535	76.0	None
PPFIA4	0	0.0	0.0	None
MECOM	50	63.964	77.0	None
MBLAC1	33	28.256	37.0	None
MC4R	71	33.31	43.0	None
MOV10L1	0	0.0	0.0	None
MAGIX	0	0.0	0.0	None
MATR3	69	26.762	35.049999999999955	None
MME	0	0.0	0.0	None
MAP9	69	77.27	91.0	None
LYPD2	116	124.374	142.0	None
CD46	98	170.337	192.0	None
MAPK12	36	43.817	55.0	None
METRNL	0	0.0	0.0	None
MESP2	42	47.184	58.049999999999955	None
MIPEP	0	0.0	0.0	None
OR2AE1	119	112.489	129.0	None
NYNRIN	0	0.0	0.0	None
ORMDL1	61	94.541	109.0	None
OR13F1	0	0.0	0.0	None
OCLN	66	59.397	70.04999999999995	None
OR5F1	22	35.033	45.0	None
OR9Q1	41	24.756	33.0	None
OR2D3	23	27.138	36.0	None
ORAI2	0	0.0	0.0	None
PDE4D	0	0.0	0.0	None
GATAD2B	46	49.562	61.0	None
PARM1	32	37.543	47.049999999999955	None
PANX2	0	0.0	0.0	None
PCGF6	94	78.947	93.0	None
PDLIM5	0	0.0	0.0	None
LARP6	150	125.087	142.0	None
LACTB	0	0.0	0.0	None
LAIR1	115	99.967	115.04999999999995	None
LRRC17	83	76.158	90.0	None
LIMD2	86	74.618	88.0	None
PMCH	0	0.0	0.0	None
MAP3K15	0	0.0	0.0	None
MS4A15	0	0.0	0.0	None
MAFG	0	0.0	0.0	None
NPTN	0	0.0	0.0	None
MYBPHL	0	0.0	0.0	None
NPHS1	0	0.0	0.0	None
NPHP3	100	72.743	87.0	None
MAK16	21	43.945	55.0	None
MLANA	70	67.205	80.0	None
LYPD1	0	0.0	0.0	None
NEIL3	383	245.944	269.0	None
NPM3	44	51.33	64.0	chap
MGMT	255	167.223	188.0	None
MEP1B	0	0.0	0.0	None
MLEC	268	201.684	223.0	None
MIB2	0	0.0	0.0	ub
MED25	129	109.583	125.0	None
NRBF2	114	95.156	111.0	None
ABCC2	32	24.119	32.0	None
MOB3B	66	62.425	75.04999999999995	None
MRTO4	428	283.216	307.04999999999995	None
MOBP	0	0.0	0.0	None
MTMR12	0	0.0	0.0	None
MOSPD3	0	0.0	0.0	None
MOSPD2	0	0.0	0.0	None
NCEH1	0	0.0	0.0	None
MYBPC3	59	66.821	80.0	None
NCOR1	26	35.674	46.0	None
POM121C	105	70.635	83.0	None
PDK4	12	30.241	39.0	None
CYB5RL	307	154.81	174.0	None
MYBL1	0	0.0	0.0	None
SLC4A1AP	0	0.0	0.0	None
MYLK4	116	124.672	142.0	None
NEU1	0	0.0	0.0	None
OXT	57	43.188	54.0	None
NOS3	29	23.664	31.0	None
NIPAL4	106	95.644	112.0	None
NOTCH3	16	31.026	40.0	None
NHLRC2	92	113.65	131.0	None
GRIN3B	120	121.003	137.0	None
NOX4	0	0.0	0.0	None
NAP1L4	69	57.418	69.0	chap
NOL8	0	0.0	0.0	None
SMPD3	33	28.364	37.0	None
NUDT11	0	0.0	0.0	None
OSBP2	183	134.774	153.04999999999995	None
OSBPL8	32	32.029	41.0	None
PARP3	46	41.49	52.0	None
PARD6B	57	20.297	28.0	None
PCCB	37	44.234	56.0	None
FAM122B	189	153.76	175.0	None
PCDH17	0	0.0	0.0	None
PAK2	21	34.904	45.0	None
PABPC1L	66	69.966	83.0	None
PAK3	0	0.0	0.0	None
PATE2	0	0.0	0.0	None
PCDHAC2	44	55.369	67.0	None
PATE4	47	53.739	66.0	None
PCOLCE	0	0.0	0.0	None
PDE7A	18	21.575	30.0	None
PDCL	0	0.0	0.0	chap
OXNAD1	0	0.0	0.0	None
PGGT1B	39	54.234	67.0	None
PTGFR	0	0.0	0.0	None
PHF8	0	0.0	0.0	None
HEATR3	28	31.079	40.0	None
HEATR5A	171	100.231	116.0	None
HNRNPH3	0	0.0	0.0	None
HM13	46	48.861	60.0	None
HSPA12A	0	0.0	0.0	chap
HS3ST2	58	18.996	26.0	None
IER5	117	90.081	104.0	None
IER3	31	26.48	35.0	None
IL27	55	47.995	59.0	None
IFT46	30	40.301	50.0	None
IFT57	0	0.0	0.0	None
IFNGR1	12	13.843	20.0	None
INTS8	0	0.0	0.0	None
ISL2	0	0.0	0.0	None
IMMP1L	111	95.448	110.0	None
ITPKC	104	82.817	97.0	None
JRKL	64	66.934	81.0	None
KAZALD1	205	154.367	173.0	None
PKLR	0	0.0	0.0	None
KIF13B	33	44.067	54.0	None
KIF11	0	0.0	0.0	None
KCTD8	0	0.0	0.0	None
PHKB	0	0.0	0.0	None
KLHL32	0	0.0	0.0	None
KIF27	25	21.803	29.0	None
KIF3B	56	87.148	102.0	None
KLHL30	87	80.088	94.0	None
KRTCAP2	50	69.975	83.0	None
KCNC3	0	0.0	0.0	None
MMS19	0	0.0	0.0	None
LDB1	29	21.73	29.049999999999955	None
KCTD14	0	0.0	0.0	None
LGALS4	94	95.252	111.0	None
LHFPL4	36	44.925	56.0	None
FAM84A	0	0.0	0.0	None
LSM2	0	0.0	0.0	None
LCT	60	81.357	94.0	None
MAP4K1	28	48.754	60.0	None
MCF2	66	41.713	52.0	None
LIMS1	53	49.594	61.0	None
MAP3K10	0	0.0	0.0	None
MAD2L1BP	59	61.361	74.0	None
PFDN6	27	33.444	43.0	chap
ART3	58	46.515	57.0	None
NDNF	116	123.879	141.0	None
MYO3A	22	20.894	29.0	None
NFATC4	266	188.36	209.0	None
NHEJ1	159	130.132	148.0	None
NKPD1	43	31.441	40.0	None
NHSL1	0	0.0	0.0	None
NUAK1	0	0.0	0.0	None
SLC10A5	171	117.077	135.0	None
SLC10A1	45	36.935	46.0	None
SLC11A2	193	158.597	177.0	None
NMRK2	127	145.644	163.0	None
POFUT1	104	83.215	97.0	None
MMD	27	25.192	34.0	None
PDE8B	124	137.299	157.0	None
OTX1	296	171.47	191.04999999999995	None
GALK2	0	0.0	0.0	None
FOSL2	0	0.0	0.0	None
GGA2	0	0.0	0.0	None
GABRA3	0	0.0	0.0	None
GID8	143	154.71	174.0	None
GINM1	0	0.0	0.0	None
GABRR3	14	31.01	40.0	None
GCKR	0	0.0	0.0	None
GLIPR1L1	79	91.177	106.0	None
GPS2	74	56.382	69.0	None
GPR156	238	189.004	209.0	None
HAND2	27	59.687	72.0	None
HERC6	63	114.366	131.0	None
KLC3	55	62.214	75.0	None
KLB	26	26.724	36.0	None
KLHL25	0	0.0	0.0	ub
CSNK1G3	41	33.572	43.0	None
MIER1	0	0.0	0.0	None
MEGF6	162	125.682	143.0	None
MOAP1	42	55.325	68.0	None
SLC16A6	0	0.0	0.0	None
SLC16A1	88	84.594	100.0	None
MNX1	151	125.837	144.0	None
AMH	57	54.212	66.0	None
MMP28	24	19.272	26.0	None
NCOA7	16	5.927	10.0	None
NLRP2	499	294.588	319.0	None
MYO16	91	74.68	88.0	None
MYO10	64	65.139	78.0	None
MYH7B	0	0.0	0.0	None
NFE2L2	0	0.0	0.0	None
NKAIN1	44	49.698	62.0	None
NGB	73	74.544	88.04999999999995	None
NFATC1	97	134.122	152.0	None
NOTUM	0	0.0	0.0	None
NGLY1	237	206.096	229.0	None
NMT1	169	195.135	217.04999999999995	None
NGF	0	0.0	0.0	None
NISCH	237	171.009	191.0	None
NEK8	0	0.0	0.0	None
NEK9	0	0.0	0.0	None
NRP1	0	0.0	0.0	None
NRARP	67	36.763	46.0	None
NRIP1	16	11.789	17.0	None
NUDT12	139	116.803	132.0	None
NUDCD1	115	107.579	124.0	chap
ADCYAP1	116	102.447	117.0	None
PACS2	0	0.0	0.0	None
PACSIN3	0	0.0	0.0	None
PACSIN1	68	66.083	79.0	None
PCDHB15	72	40.873	52.0	None
LPO	11	14.938	21.0	None
GSX2	0	0.0	0.0	None
HADH	174	139.909	158.0	None
GPRIN2	0	0.0	0.0	None
HIST2H3D	69	87.441	102.0	None
HPX	16	16.008	22.0	None
MST1	86	83.161	99.0	None
KIF14	98	126.85	145.0	None
KATNBL1	0	0.0	0.0	None
KLHL17	0	0.0	0.0	ub
KCNJ12	72	77.539	91.0	None
KRIT1	121	89.735	104.0	None
KCNQ3	11	20.705	28.0	None
KLHL2	0	0.0	0.0	ub
LHX2	0	0.0	0.0	None
LTBP2	0	0.0	0.0	None
LRRC43	0	0.0	0.0	None
LTN1	72	74.573	89.0	None
LRRCC1	45	31.78	41.0	None
LRRC73	33	57.867	70.0	None
L3MBTL2	165	139.613	159.0	None
MAVS	54	71.736	85.0	None
LMOD1	86	73.722	88.0	None
LIMCH1	140	146.832	166.0	None
PAFAH1B1	26	41.968	53.0	None
MAMLD1	416	276.994	301.0	None
MCM4	95	33.208	43.0	None
MAN2B2	0	0.0	0.0	None
MIA2	0	0.0	0.0	None
MKLN1	31	52.273	64.0	None
FAM188A	101	69.006	82.0	None
MED31	45	56.791	68.04999999999995	None
MOXD1	0	0.0	0.0	None
OIP5	0	0.0	0.0	None
MPDZ	0	0.0	0.0	None
MPHOSPH6	69	58.528	71.0	None
MORF4L1	31	40.981	52.0	None
PMPCA	126	121.151	139.0	None
MTM1	86	89.647	105.0	None
PAK1	0	0.0	0.0	None
NALCN	35	50.137	61.0	None
NCKAP1	54	34.028	43.0	None
NBEA	60	44.128	55.0	None
N4BP1	0	0.0	0.0	None
MYCBPAP	0	0.0	0.0	None
MYH10	52	46.686	58.0	None
NMT2	0	0.0	0.0	None
NIT1	86	49.693	62.0	None
NMBR	102	123.701	141.0	None
NPS	0	0.0	0.0	None
NONO	118	104.474	120.0	None
NAP1L5	17	51.45	63.0	chap
NMNAT3	44	34.593	44.0	None
NDUFS7	0	0.0	0.0	None
NDUFAF4	31	21.826	30.0	None
NRXN2	39	27.644	36.0	None
NUDT7	0	0.0	0.0	None
NRM	0	0.0	0.0	None
NRN1L	156	140.442	159.0	None
OMP	70	56.096	67.04999999999995	None
PIK3R2	0	0.0	0.0	None
PDCL2	169	145.721	163.0	chap
PCBP4	0	0.0	0.0	None
PCDHB5	46	23.663	32.0	None
PCDH8	0	0.0	0.0	None
PCGF5	92	127.445	144.0	None
TRIP13	11	18.497	26.0	None
PDIA5	94	88.541	104.0	None
PDIA6	0	0.0	0.0	None
PACS1	0	0.0	0.0	None
EFCAB3	0	0.0	0.0	None
ELP3	81	81.901	96.0	None
FAM24A	0	0.0	0.0	None
FAM124B	0	0.0	0.0	None
EVX1	25	56.638	69.0	None
FBP1	0	0.0	0.0	None
FA2H	0	0.0	0.0	None
EXOC3L1	103	79.906	94.0	None
FAR2	0	0.0	0.0	None
FAM184A	0	0.0	0.0	None
EXOC5	0	0.0	0.0	None
GARNL3	198	159.851	179.0	None
GABPB1	49	40.236	51.0	None
GABBR1	0	0.0	0.0	None
FBXL16	0	0.0	0.0	None
ABAT	24	36.066	46.0	None
FOXC1	0	0.0	0.0	None
FOXI2	0	0.0	0.0	None
PAPD4	24	48.765	61.0	None
GABRQ	0	0.0	0.0	None
IKZF5	0	0.0	0.0	None
GNAT3	126	109.345	126.0	None
GALNTL6	0	0.0	0.0	None
RNF130	117	105.589	122.0	ub
GPR182	30	43.193	54.0	None
PRKCSH	199	136.741	154.04999999999995	None
HAUS4	98	66.226	80.0	None
HEMGN	0	0.0	0.0	None
KLK4	58	125.696	143.0	None
KCNMB2	0	0.0	0.0	None
KCNJ5	0	0.0	0.0	None
LALBA	72	81.628	96.0	None
LRRC14B	443	310.806	338.0	None
LSM4	181	149.656	168.0	None
LSM14B	0	0.0	0.0	None
NAV3	0	0.0	0.0	None
LILRB5	174	161.496	181.04999999999995	None
LIMK1	122	94.391	110.0	None
LYSMD3	79	31.057	40.0	None
MAP3K2	15	21.629	29.0	None
LPCAT3	0	0.0	0.0	None
MC3R	42	33.152	42.0	None
ALOX12B	0	0.0	0.0	None
MAPKAPK5	20	22.645	30.049999999999955	None
LOX	0	0.0	0.0	None
LYPD3	23	27.914	37.0	None
MEMO1	0	0.0	0.0	None
RHO	106	101.42	117.0	None
PCBD1	137	77.912	92.0	None
PLA2G15	226	98.505	113.0	None
GRP	0	0.0	0.0	None
GRIK3	68	37.763	48.0	None
HGS	0	0.0	0.0	None
HHEX	0	0.0	0.0	None
HHLA1	0	0.0	0.0	None
KCNK18	0	0.0	0.0	None
KCNQ1	0	0.0	0.0	None
KLHDC1	168	145.846	165.0	None
TK2	0	0.0	0.0	None
GRINA	0	0.0	0.0	None
LSS	107	98.518	114.0	None
LSM5	0	0.0	0.0	None
LRRC19	0	0.0	0.0	None
LTK	157	133.626	151.0	None
NADK	0	0.0	0.0	None
LNX1	191	127.376	146.0	ub
LIX1L	83	109.465	126.0	None
LRRC57	0	0.0	0.0	None
LOXL3	0	0.0	0.0	None
LIFR	37	54.45	66.04999999999995	None
MTDH	0	0.0	0.0	None
MAP4K5	0	0.0	0.0	None
LYSMD4	313	185.684	205.0	None
LYVE1	0	0.0	0.0	None
TMEM67	0	0.0	0.0	None
MICALL1	0	0.0	0.0	None
MIS12	44	49.657	61.0	None
MED28	74	34.517	44.0	None
MCAM	0	0.0	0.0	None
SLC24A2	124	50.588	62.0	None
NCAM2	87	52.376	64.0	None
MYOZ3	245	213.724	236.0	None
MYPN	0	0.0	0.0	None
MZF1	60	49.811	61.0	None
MZT2B	0	0.0	0.0	None
NAT9	0	0.0	0.0	None
MYD88	0	0.0	0.0	None
NAB2	20	13.429	19.0	None
MYH11	102	112.077	128.0	None
NPAS1	0	0.0	0.0	None
NOTCH4	0	0.0	0.0	None
SLC17A2	78	78.245	93.0	None
NDUFB3	0	0.0	0.0	None
NOL10	12	14.48	21.0	None
NUP188	22	39.302	49.0	None
NRXN3	0	0.0	0.0	None
OPRM1	147	100.8	116.0	None
OR13G1	0	0.0	0.0	None
OR13A1	75	62.36	75.0	None
PDHB	57	40.189	51.0	None
OR4D2	0	0.0	0.0	None
OR5K2	43	35.093	45.0	None
OR4K5	0	0.0	0.0	None
OR9A4	0	0.0	0.0	None
PDE11A	44	46.21	57.0	None
PARP12	28	49.979	61.049999999999955	None
PAX8	60	78.652	93.0	None
IL4I1	0	0.0	0.0	None
PDXDC1	0	0.0	0.0	None
P2RX3	145	104.912	121.0	None
HAMP	170	130.975	148.0	None
HMGB4	28	26.191	35.0	None
IL18RAP	0	0.0	0.0	None
IFRD1	156	92.09	107.0	None
IL31	128	111.279	128.0	None
MAGI1	121	87.752	103.0	None
IFRD2	27	24.07	32.0	None
IFT74	79	97.219	113.0	None
IGFBP7	28	25.618	34.0	None
HYAL3	0	0.0	0.0	None
KRT20	0	0.0	0.0	None
KRT77	18	31.21	41.0	None
IQGAP3	0	0.0	0.0	None
ING4	73	85.419	99.0	ub
INTS12	55	55.974	68.0	None
ISY1	39	48.739	60.049999999999955	None
ITGA4	0	0.0	0.0	None
CMPK1	126	93.033	108.0	None
KIF18A	29	44.107	55.0	None
KLHL26	20	21.086	29.0	None
PSKH1	0	0.0	0.0	None
KDM5B	0	0.0	0.0	None
KIF2B	0	0.0	0.0	None
PHKA2	34	21.299	29.0	None
KCNK2	89	52.506	65.0	None
KANSL1L	51	31.4	40.049999999999955	None
TMBIM1	93	100.773	117.0	None
LAYN	162	97.492	113.0	None
LRBA	36	39.884	50.0	None
LIM2	17	19.228	27.0	None
LEMD3	294	284.172	309.04999999999995	None
MCM10	0	0.0	0.0	None
MARK4	0	0.0	0.0	None
MLF1	275	175.429	195.0	None
MICAL3	21	23.514	32.0	None
MED30	97	156.491	175.0	None
CD200R1	435	306.619	332.0	None
MRFAP1	51	64.588	78.0	None
MRGPRX3	122	132.681	151.0	None
PAF1	89	85.779	100.04999999999995	None
PNISR	108	73.672	88.0	None
PLK1	0	0.0	0.0	None
PRKCG	0	0.0	0.0	None
KLC2	0	0.0	0.0	None
LPGAT1	0	0.0	0.0	None
LHX1	309	192.105	213.0	ub
LSM14A	94	64.935	77.0	None
LRP1B	0	0.0	0.0	None
LRAT	170	142.058	160.04999999999995	None
LPXN	551	397.819	428.0	None
LRSAM1	78	74.415	89.0	ub
LIPK	178	86.142	101.0	None
LMX1B	0	0.0	0.0	None
LRFN5	179	123.282	141.0	None
LZTS2	0	0.0	0.0	None
ATF7IP	48	76.402	90.0	None
KIAA0430	71	80.856	95.0	None
MGAT5	54	63.508	78.0	None
MAPK15	0	0.0	0.0	None
MIOS	26	26.17	35.0	None
MPZL1	167	110.104	127.0	None
MSANTD4	74	44.199	55.0	None
MMP11	312	186.356	206.04999999999995	None
MTMR11	0	0.0	0.0	None
MTMR7	0	0.0	0.0	None
NBEAL2	82	101.62	117.0	None
NCF4	47	63.234	77.0	None
NAA10	46	78.005	92.0	None
NACC1	0	0.0	0.0	None
NFE2L3	61	71.067	84.0	None
NFXL1	47	37.679	48.0	None
SLC9A3R1	29	41.808	53.0	None
NEFM	50	54.736	67.0	None
NEUROG1	33	39.867	50.0	None
NEDD4L	77	76.821	90.04999999999995	ub
NDUFB8	88	55.662	67.0	None
NDUFB9	0	0.0	0.0	None
NUP160	145	141.89	161.0	None
NTNG1	261	192.392	213.0	None
WDYHV1	0	0.0	0.0	None
IVNS1ABP	135	117.344	135.0	None
NRF1	0	0.0	0.0	None
NR1D1	76	62.762	75.0	None
OR51V1	77	44.967	56.0	None
NUDCD2	61	87.249	102.0	chap
NYX	27	41.538	52.0	None
NXT1	62	59.325	72.0	None
OR10Z1	22	14.588	21.0	None
OR1A1	63	61.486	73.0	None
PIK3R3	46	19.235	26.0	None
ADIPOR1	0	0.0	0.0	None
PDE9A	0	0.0	0.0	None
CORO2A	47	51.14	63.0	None
ENPP5	0	0.0	0.0	None
ENO2	0	0.0	0.0	None
EGLN3	32	24.766	33.0	None
ENTHD1	199	164.253	184.0	None
GPR155	15	18.783	26.0	None
GLP2R	49	38.591	49.0	None
GLUL	0	0.0	0.0	None
H2AFY2	0	0.0	0.0	None
HIST1H2BM	81	70.729	83.0	None
HES7	9	11.5	17.0	None
KRTAP10-8	0	0.0	0.0	None
KDM6A	102	125.063	142.0	None
KBTBD13	6	6.151	11.0	None
KRCC1	25	25.69	34.0	None
KBTBD8	102	105.704	121.0	None
RPS6KA2	0	0.0	0.0	None
LCN6	37	57.098	69.0	None
LARP7	121	101.423	116.04999999999995	None
LSM10	0	0.0	0.0	None
LRRC32	25	27.257	36.0	None
LOXL2	0	0.0	0.0	None
LMF1	0	0.0	0.0	None
MCL1	16	23.556	32.0	None
MDM2	55	41.876	52.0	ub
MAFB	35	42.89	53.0	None
