human	macaque	mouse
APC15_HUMAN	A0A5F8A153_MACMU	APC15_MOUSE
FABP4_HUMAN	F7GLY0_MACMU	FABP4_MOUSE
CYTF_HUMAN	F6W1P2_MACMU	CYTF_MOUSE
MPC2_HUMAN	G7MF91_MACMU	MPC2_MOUSE
THAP3_HUMAN	G7MF91_MACMU	THAP3_MOUSE
SSX8_HUMAN	A0A5K1U472_MACMU	A2AHC8_MOUSE
OSP4B_HUMAN	A0A5F7ZGS6_MACMU	A2AHC8_MOUSE
H2A2C_HUMAN	F7BRD9_MACMU	H2A2C_MOUSE
H2A1A_HUMAN	G7MQV3_MACMU	H2A1E_MOUSE
IEX1_HUMAN	A0A5F7ZRA0_MACMU	IEX1_MOUSE
A0A3B3IU46_HUMAN	F6SCC9_MACMU	RAMAC_MOUSE
A0A3B3IU46_HUMAN	F7AV55_MACMU	CRGE_MOUSE
FSHB_HUMAN	F7A7P1_MACMU	FSHB_MOUSE
TM140_HUMAN	I2CXB0_MACMU	TM140_MOUSE
OPALI_HUMAN	A0A5F7ZQU7_MACMU	OPALI_MOUSE
CD3E_HUMAN	A0A5F7ZDC9_MACMU	CD3E_MOUSE
UCN3_HUMAN	A0A5F7ZY49_MACMU	UCN3_MOUSE
CALL4_HUMAN	A0A5F7ZY49_MACMU	CALL4_MOUSE
HINT1_HUMAN	F6R248_MACMU	HINT1_MOUSE
RPAB2_HUMAN	F6R248_MACMU	RPAB2_MOUSE
H2B3B_HUMAN	F7BRE5_MACMU	H2B3B_MOUSE
PA2GA_HUMAN	F7EHU8_MACMU	PA2GA_MOUSE
APT_HUMAN	F7EHU8_MACMU	APT_MOUSE
H2B1N_HUMAN	A0A5F8AS90_MACMU	H2B1M_MOUSE
H2B1O_HUMAN	A0A5F8AKB8_MACMU	H2B1C_MOUSE
H2B1D_HUMAN	A0A1D5R0R7_MACMU	H2B1H_MOUSE
MIA40_HUMAN	F7H9E3_MACMU	MIA40_MOUSE
H2B2F_HUMAN	F7BDR4_MACMU	H2B2B_MOUSE
RL31_HUMAN	F6YSE6_MACMU	RL31_MOUSE
RL31_HUMAN	F7FTS9_MACMU	Q7TR44_MOUSE
NRAC_HUMAN	A0A5F7ZND5_MACMU	NRAC_MOUSE
PHLA3_HUMAN	H9EPX0_MACMU	PHLA3_MOUSE
H2B1C_HUMAN	A0A1D5RH28_MACMU	H2B1F_MOUSE
H2B1J_HUMAN	H9H2V4_MACMU	H2B1K_MOUSE
H2B1K_HUMAN	I0FVV7_MACMU	H2B1P_MOUSE
GCSH_HUMAN	A0A5F8AM42_MACMU	H2B1P_MOUSE
BIK_HUMAN	F6SUD3_MACMU	BIK_MOUSE
PRR13_HUMAN	F7F3W9_MACMU	PRR13_MOUSE
FOXNB_HUMAN	A0A1D5QQE0_MACMU	PRR13_MOUSE
CLC2B_HUMAN	F6QE56_MACMU	PRR13_MOUSE
CYTL1_HUMAN	G7MSJ5_MACMU	A1E5L0_MOUSE
H2AZ_HUMAN	F7GXJ5_MACMU	H2AZ_MOUSE
TAF13_HUMAN	H9EQD2_MACMU	TAF13_MOUSE
TX1B3_HUMAN	F7E3I9_MACMU	TX1B3_MOUSE
H2AV_HUMAN	A0A5F8ATN0_MACMU	H2AV_MOUSE
H2A1J_HUMAN	F7C6Q8_MACMU	H2A1C_MOUSE
RAB17_HUMAN	F7C6Q8_MACMU	RAB17_MOUSE
H2A1H_HUMAN	F7BRH6_MACMU	H2A1P_MOUSE
LSM1_HUMAN	F7BRH6_MACMU	LSM1_MOUSE
TEX22_HUMAN	A0A5F8AB67_MACMU	TEX22_MOUSE
SH21B_HUMAN	F6WS52_MACMU	SH21B_MOUSE
MAL_HUMAN	A0A5F7Z8X9_MACMU	MAL_MOUSE
INSL5_HUMAN	F6XT44_MACMU	INSL5_MOUSE
MISP3_HUMAN	F6XT44_MACMU	A0A087WQ89_MOUSE
CD3G_HUMAN	A0A1D5QZW3_MACMU	CD3G_MOUSE
H2A1D_HUMAN	A0A1D5QRS2_MACMU	H2A1N_MOUSE
PDCD5_HUMAN	F6S8R2_MACMU	PDCD5_MOUSE
HBM_HUMAN	A0A5F8AMX4_MACMU	PDCD5_MOUSE
FABPH_HUMAN	G7MI71_MACMU	FABPH_MOUSE
UBL4A_HUMAN	G7MI71_MACMU	UBL4A_MOUSE
O51L1_HUMAN	G7MI71_MACMU	E9Q4X7_MOUSE
OR1G1_HUMAN	G7MI71_MACMU	Q8VGH1_MOUSE
TO20L_HUMAN	A0A5F7Z933_MACMU	TO20L_MOUSE
ARL5C_HUMAN	A0A5F7Z933_MACMU	ARL5C_MOUSE
ZN488_HUMAN	A0A5F7Z933_MACMU	ZN488_MOUSE
TRI31_HUMAN	A0A5F7Z933_MACMU	TRI31_MOUSE
MLP3A_HUMAN	A0A1D5QDJ4_MACMU	MLP3A_MOUSE
YPEL2_HUMAN	G7NHY7_MACMU	YPEL2_MOUSE
ZN492_HUMAN	G7NHY7_MACMU	A0A0J9YU71_MOUSE
LCE5A_HUMAN	F6VH04_MACMU	B9EJP6_MOUSE
CYS1_HUMAN	F6ZAV8_MACMU	CYS1_MOUSE
SMCR5_HUMAN	F7E476_MACMU	CYS1_MOUSE
BEX2_HUMAN	F6XD12_MACMU	BEX2_MOUSE
YPEL3_HUMAN	F6XD12_MACMU	YPEL3_MOUSE
TXD17_HUMAN	A0A1D5RCZ3_MACMU	TXD17_MOUSE
H3PS2_HUMAN	A0A5F7ZRK6_MACMU	TXD17_MOUSE
THRSP_HUMAN	F7HK82_MACMU	THRSP_MOUSE
F183A_HUMAN	A0A5F8A8Y9_MACMU	F183B_MOUSE
PA2GD_HUMAN	A0A1D5Q074_MACMU	PA2GD_MOUSE
LY6K_HUMAN	F6QSP3_MACMU	PA2GD_MOUSE
Q9H3A6_HUMAN	A0A1D5Q711_MACMU	PA2GD_MOUSE
CDKA2_HUMAN	F7H786_MACMU	CDKA2_MOUSE
IFM5_HUMAN	F6PZ75_MACMU	IFM5_MOUSE
PRS41_HUMAN	F6PZ75_MACMU	PRS41_MOUSE
TR112_HUMAN	F7CV76_MACMU	TR112_MOUSE
MGDP1_HUMAN	F7CV76_MACMU	MGDP1_MOUSE
PS1C2_HUMAN	F6R4D5_MACMU	PS1C2_MOUSE
CA021_HUMAN	G7MF30_MACMU	CA021_MOUSE
AT5G1_HUMAN	F6X104_MACMU	CA021_MOUSE
BL1S1_HUMAN	F6X104_MACMU	BL1S1_MOUSE
RNAS1_HUMAN	RNAS1_MACMU	RNAS1_MOUSE
ZN593_HUMAN	H9Z2B5_MACMU	ZN593_MOUSE
GSAML_HUMAN	F6UUS6_MACMU	ZN593_MOUSE
RT24_HUMAN	F6UUS6_MACMU	RT24_MOUSE
THEM4_HUMAN	F6UUS6_MACMU	THEM4_MOUSE
PHP14_HUMAN	H9ER03_MACMU	PHP14_MOUSE
YPEL5_HUMAN	F6Y2U2_MACMU	YPEL5_MOUSE
AROS_HUMAN	A0A1D5QPW4_MACMU	AROS_MOUSE
GML_HUMAN	A0A5F7ZL10_MACMU	E9PX31_MOUSE
MCEM1_HUMAN	A0A5F7ZK57_MACMU	MCEM1_MOUSE
NEU1_HUMAN	F7AXI7_MACMU	NEU1_MOUSE
JUPI1_HUMAN	F7AXI7_MACMU	JUPI1_MOUSE
RS25_HUMAN	A0A5K1V1Q4_MACMU	RS25_MOUSE
CHRC1_HUMAN	A0A1D5Q7I5_MACMU	CHRC1_MOUSE
PRAM8_HUMAN	A0A1D5Q7I5_MACMU	Q4FZF9_MOUSE
GEMI7_HUMAN	G7NMB5_MACMU	GEMI7_MOUSE
H2AJ_HUMAN	F7DHS4_MACMU	H2AJ_MOUSE
KR102_HUMAN	F7DHS4_MACMU	A0A1W2P739_MOUSE
H2B1H_HUMAN	A0A1D5RGX5_MACMU	H2B1B_MOUSE
GPHB5_HUMAN	F7GWQ6_MACMU	GPHB5_MOUSE
H2A1C_HUMAN	F7GWQ6_MACMU	H2A1B_MOUSE
TEX49_HUMAN	A0A5F8A9J9_MACMU	Q8CDT5_MOUSE
ZN718_HUMAN	A0A5F8A9J9_MACMU	Q3ULA8_MOUSE
SRXN1_HUMAN	F7H9B2_MACMU	SRXN1_MOUSE
APRG1_HUMAN	F6T4C3_MACMU	SRXN1_MOUSE
TSACC_HUMAN	A0A5F7ZN77_MACMU	TSACC_MOUSE
AARD_HUMAN	F6YGI5_MACMU	AARD_MOUSE
LTOR3_HUMAN	G7MTI2_MACMU	LTOR3_MOUSE
MSS4_HUMAN	A0A5F8AM27_MACMU	MSS4_MOUSE
RM27_HUMAN	A0A1D5R394_MACMU	RM27_MOUSE
INAM2_HUMAN	A0A1D5R394_MACMU	A0A1L1STD6_MOUSE
RGCC_HUMAN	F6PM60_MACMU	RGCC_MOUSE
4EBP2_HUMAN	F7FDD1_MACMU	4EBP2_MOUSE
NDUA6_HUMAN	F7H5N8_MACMU	NDUA6_MOUSE
TM210_HUMAN	F7G3N8_MACMU	TM210_MOUSE
LY66C_HUMAN	F7CTH6_MACMU	LY66C_MOUSE
OTOR_HUMAN	F7GGY6_MACMU	OTOR_MOUSE
PXMP2_HUMAN	F7GGY6_MACMU	PXMP2_MOUSE
CTG1B_HUMAN	F7HRX4_MACMU	PXMP2_MOUSE
BL1S2_HUMAN	F7HRX4_MACMU	BL1S2_MOUSE
LYSC_HUMAN	LYSC_MACMU	LYZ2_MOUSE
BEX1_HUMAN	F6U884_MACMU	BEX1_MOUSE
EP3A_HUMAN	F7AJB1_MACMU	BEX1_MOUSE
MP3B2_HUMAN	F7HI62_MACMU	BEX1_MOUSE
H2B1A_HUMAN	G7MQV4_MACMU	H2B1A_MOUSE
F107A_HUMAN	G7MQV4_MACMU	F107A_MOUSE
KRA41_HUMAN	A0A5F8AFR7_MACMU	F107A_MOUSE
CDN2B_HUMAN	F6RQP7_MACMU	CDN2B_MOUSE
LLPH_HUMAN	F6TQE1_MACMU	LLPH_MOUSE
RBX2_HUMAN	F7H413_MACMU	RBX2_MOUSE
LTOR2_HUMAN	A0A5F8A429_MACMU	LTOR2_MOUSE
ISCA1_HUMAN	F7FEI1_MACMU	ISCA1_MOUSE
LCE1C_HUMAN	F6VNG0_MACMU	J3QP15_MOUSE
SFT2C_HUMAN	F6VNG0_MACMU	SFT2C_MOUSE
CALC_HUMAN	A0A5F7ZD66_MACMU	CALC_MOUSE
MIA_HUMAN	F7GL98_MACMU	MIA_MOUSE
PRR15_HUMAN	F7HA41_MACMU	PRR15_MOUSE
PACA_HUMAN	A0A5F7ZV16_MACMU	PACA_MOUSE
RL35_HUMAN	G7NER4_MACMU	RL35_MOUSE
SYUB_HUMAN	F7H5W4_MACMU	SYUB_MOUSE
MET27_HUMAN	F7H5W4_MACMU	Q8BGM4_MOUSE
C10_HUMAN	F6SIQ2_MACMU	C10_MOUSE
DAF_HUMAN	F6SIQ2_MACMU	DAF1_MOUSE
DYLT3_HUMAN	F6X6W3_MACMU	DYLT3_MOUSE
COA8_HUMAN	F6X6W3_MACMU	COA8_MOUSE
F209B_HUMAN	F7GNP5_MACMU	A2APA5_MOUSE
NANG2_HUMAN	A0A5F8AA05_MACMU	A2APA5_MOUSE
CA162_HUMAN	F7ENL9_MACMU	CA162_MOUSE
SSBP_HUMAN	A0A5F7ZZN8_MACMU	SSBP_MOUSE
SUSD3_HUMAN	A0A5F7ZZN8_MACMU	SUSD3_MOUSE
C16L2_HUMAN	A0A5F7ZZN8_MACMU	C16L2_MOUSE
CA053_HUMAN	A0A5F7ZCN8_MACMU	C16L2_MOUSE
SNR25_HUMAN	A0A5F7ZCN8_MACMU	SNR25_MOUSE
AGRP_HUMAN	F7H591_MACMU	AGRP_MOUSE
AGRP_HUMAN	A0A5F7ZTL1_MACMU	MBL1_MOUSE
YPEL1_HUMAN	A0A5F7ZTL1_MACMU	YPEL1_MOUSE
BHA15_HUMAN	A0A5F7ZTL1_MACMU	BHA15_MOUSE
CRBL2_HUMAN	F7H1X7_MACMU	CRBL2_MOUSE
PERC1_HUMAN	F7H1X7_MACMU	PERC1_MOUSE
SPT4H_HUMAN	F6SS75_MACMU	SPT4A_MOUSE
H2BE1_HUMAN	A0A1D5RCH8_MACMU	SPT4A_MOUSE
MCRI2_HUMAN	A0A1D5RCH8_MACMU	MCRI2_MOUSE
CCL28_HUMAN	F7HJN0_MACMU	CCL28_MOUSE
CITE1_HUMAN	F7HJN0_MACMU	CITE1_MOUSE
CANB2_HUMAN	F7HJN0_MACMU	CANB2_MOUSE
CDNF_HUMAN	F7HJN0_MACMU	CDNF_MOUSE
KR105_HUMAN	F7HJN0_MACMU	A0A1W2P709_MOUSE
GBRL2_HUMAN	F6W1M5_MACMU	GBRL2_MOUSE
CLC2A_HUMAN	F6QE49_MACMU	GBRL2_MOUSE
A0A494C103_HUMAN	A0A5F7ZJR7_MACMU	GBRL2_MOUSE
PMF1_HUMAN	A0A5F7ZJR7_MACMU	PMF1_MOUSE
PMF1_HUMAN	A0A5F8AH36_MACMU	FRIL1_MOUSE
BOLA1_HUMAN	F7FGU2_MACMU	BOLA1_MOUSE
NINJ2_HUMAN	A0A1D5R712_MACMU	NINJ2_MOUSE
VKOR1_HUMAN	A0A1D5R712_MACMU	VKOR1_MOUSE
RS20_HUMAN	G7MT99_MACMU	RS20_MOUSE
KR411_HUMAN	G7MT99_MACMU	Q9D732_MOUSE
GBRL1_HUMAN	A0A1D5QWH2_MACMU	GBRL1_MOUSE
SCIMP_HUMAN	A0A5F7ZRP6_MACMU	SCIMP_MOUSE
RT16_HUMAN	H9Z3M9_MACMU	RT16_MOUSE
PA2G5_HUMAN	A0A5F7ZF58_MACMU	PA2G5_MOUSE
CC169_HUMAN	A0A5F7ZF58_MACMU	CC169_MOUSE
RL22L_HUMAN	H9YY36_MACMU	RL22L_MOUSE
SM34B_HUMAN	A0A5F7ZZS8_MACMU	RL22L_MOUSE
CNFN_HUMAN	G7NLL8_MACMU	CNFN_MOUSE
TM243_HUMAN	F7GUY8_MACMU	B2RVB9_MOUSE
SMD2_HUMAN	H9Z0C1_MACMU	SMD2_MOUSE
TEX43_HUMAN	F7DCL8_MACMU	TEX43_MOUSE
TM230_HUMAN	F6ZD79_MACMU	TM230_MOUSE
UBL3_HUMAN	G7NJV8_MACMU	UBL3_MOUSE
NXNL2_HUMAN	G7NJV8_MACMU	NXNL2_MOUSE
PRAM7_HUMAN	G7NJV8_MACMU	Q66JY9_MOUSE
MGST3_HUMAN	G7NJV8_MACMU	MGST3_MOUSE
PR20G_HUMAN	A0A5F8AMY6_MACMU	MGST3_MOUSE
SYJ2B_HUMAN	A0A5F8AMY6_MACMU	SYJ2B_MOUSE
F246A_HUMAN	A0A5F8AMY6_MACMU	A0A494B9C2_MOUSE
GBRAP_HUMAN	F6U6S1_MACMU	GBRAP_MOUSE
REL3_HUMAN	A0A5F7ZQJ4_MACMU	REL3_MOUSE
ANFC_HUMAN	F7DQS3_MACMU	ANFC_MOUSE
KRA48_HUMAN	F7DQS3_MACMU	B1AQ89_MOUSE
ELOB_HUMAN	I2CTS0_MACMU	ELOB_MOUSE
F162A_HUMAN	H9FSV2_MACMU	F162A_MOUSE
H2B1M_HUMAN	G7MR89_MACMU	H2B2E_MOUSE
PSMG3_HUMAN	F7H394_MACMU	PSMG3_MOUSE
CH088_HUMAN	H9Z3W6_MACMU	PSMG3_MOUSE
KR10A_HUMAN	H9Z3W6_MACMU	E9Q2H5_MOUSE
TKN1_HUMAN	H9Z3W6_MACMU	TKN1_MOUSE
LRCL1_HUMAN	A0A5F8AL66_MACMU	LRCL1_MOUSE
PROK2_HUMAN	F6X0K7_MACMU	PROK2_MOUSE
SYCN_HUMAN	A0A5F7Z9Q5_MACMU	SYCN_MOUSE
CENPA_HUMAN	F7AJX7_MACMU	CENPA_MOUSE
PLAT3_HUMAN	F7AJX7_MACMU	PLAT3_MOUSE
OXLD1_HUMAN	A0A5F7Z7X9_MACMU	PLAT3_MOUSE
KRA57_HUMAN	A0A5F7Z7X9_MACMU	KRA51_MOUSE
CST9L_HUMAN	A0A1D5Q5R2_MACMU	KRA51_MOUSE
TRBC2_HUMAN	A0A5F8A9L9_MACMU	TCB1_MOUSE
COA1_HUMAN	F6RAG8_MACMU	TCB1_MOUSE
ZCH13_HUMAN	A0A5F7ZTY6_MACMU	TCB1_MOUSE
INSL3_HUMAN	A0A1D5QEI3_MACMU	INSL3_MOUSE
SAT2_HUMAN	F6Z7R5_MACMU	SAT2_MOUSE
UQCC2_HUMAN	F6PIS7_MACMU	UQCC2_MOUSE
LY65C_HUMAN	A0A5F7ZT52_MACMU	LY65C_MOUSE
PPR1A_HUMAN	A0A5F8ALA1_MACMU	PPR1A_MOUSE
RM20_HUMAN	A0A5F8ALA1_MACMU	RM20_MOUSE
SMD1_HUMAN	A0A5F7ZRS8_MACMU	SMD1_MOUSE
KCNE5_HUMAN	A0A5F8AEK7_MACMU	KCNE5_MOUSE
RS26_HUMAN	F7HQQ4_MACMU	RS26_MOUSE
RL34_HUMAN	F7DWL4_MACMU	RL34_MOUSE
TSN32_HUMAN	F7DWL4_MACMU	TSN32_MOUSE
LSM10_HUMAN	F7HBM2_MACMU	LSM10_MOUSE
RM51_HUMAN	F6ZY79_MACMU	RM51_MOUSE
MTPN_HUMAN	F7H568_MACMU	MTPN_MOUSE
FABPI_HUMAN	A0A5F8A243_MACMU	FABPI_MOUSE
RPB11_HUMAN	H9EMC6_MACMU	RPB11_MOUSE
VATG2_HUMAN	VATG2_MACMU	VATG2_MOUSE
PROF4_HUMAN	F6XA76_MACMU	PROF4_MOUSE
TEX12_HUMAN	G7NC20_MACMU	TEX12_MOUSE
ZB6CL_HUMAN	A0A5F8A6A4_MACMU	TEX12_MOUSE
RPC9_HUMAN	A0A5F8A6A4_MACMU	RPC9_MOUSE
FGF22_HUMAN	A0A5F8A6A4_MACMU	FGF22_MOUSE
MIF_HUMAN	MIF_MACMU	MIF_MOUSE
SH3BG_HUMAN	MIF_MACMU	SH3BG_MOUSE
BATF_HUMAN	F7HAG6_MACMU	BATF_MOUSE
NDUB7_HUMAN	F7E420_MACMU	NDUB7_MOUSE
VAMP1_HUMAN	H9FYZ3_MACMU	VAMP1_MOUSE
REL1_HUMAN	RELX_MACMU	VAMP1_MOUSE
T22D3_HUMAN	RELX_MACMU	T22D3_MOUSE
A0A0G2JLE6_HUMAN	RELX_MACMU	B1AQB1_MOUSE
ENSA_HUMAN	RELX_MACMU	ENSA_MOUSE
BL1S5_HUMAN	RELX_MACMU	BL1S5_MOUSE
EPPI_HUMAN	F7HTA3_MACMU	EPPI_MOUSE
F241B_HUMAN	H9FR80_MACMU	F241B_MOUSE
VPRE3_HUMAN	G8F1D9_MACMU	D3Z6J4_MOUSE
VAMP2_HUMAN	VAMP2_MACMU	VAMP2_MOUSE
LIN52_HUMAN	H9Z3S6_MACMU	LIN52_MOUSE
DYLT1_HUMAN	F6QZS9_MACMU	DYLT1_MOUSE
RL30_HUMAN	F7GQT7_MACMU	RL30_MOUSE
OREX_HUMAN	F7GWM3_MACMU	OREX_MOUSE
VATG1_HUMAN	F6Z8T3_MACMU	VATG1_MOUSE
TIM14_HUMAN	F7H8X3_MACMU	TIM14_MOUSE
IDI2_HUMAN	F7H8X3_MACMU	IDI2_MOUSE
CLM5_HUMAN	A0A1D5Q5Q2_MACMU	IDI2_MOUSE
F241A_HUMAN	A0A5F8AKK3_MACMU	F241A_MOUSE
C560_HUMAN	A0A5F8AKK3_MACMU	C560_MOUSE
PHF5A_HUMAN	H9EQL3_MACMU	PHF5A_MOUSE
SSNA1_HUMAN	F7G3I8_MACMU	SSNA1_MOUSE
ASIP_HUMAN	ASIP_MACMU	ASIP_MOUSE
BEX4_HUMAN	A0A5F8A8B1_MACMU	ASIP_MOUSE
CC018_HUMAN	A0A5F8A8B1_MACMU	CC018_MOUSE
H3Y1_HUMAN	F7HPR3_MACMU	CC018_MOUSE
UCMA_HUMAN	F6WK66_MACMU	UCMA_MOUSE
RPRML_HUMAN	F6XCS6_MACMU	RPRML_MOUSE
H2B1B_HUMAN	F6XCS6_MACMU	H2B3A_MOUSE
LAGE3_HUMAN	H9FN74_MACMU	LAGE3_MOUSE
SIM17_HUMAN	H9FQB7_MACMU	A0A504_MOUSE
H2B2E_HUMAN	F6TWY4_MACMU	A0A504_MOUSE
H2B2E_HUMAN	A0A1D5QVQ0_MACMU	B2RQY6_MOUSE
SCP2D_HUMAN	A0A5F7ZPR7_MACMU	SCP2D_MOUSE
RBX1_HUMAN	I2CVJ6_MACMU	RBX1_MOUSE
C2AIL_HUMAN	H9G1P6_MACMU	C2AIL_MOUSE
TNR4_HUMAN	H9G1P6_MACMU	TNR4_MOUSE
SH3L1_HUMAN	G7NS79_MACMU	SH3L1_MOUSE
TM263_HUMAN	F6WHZ2_MACMU	TM263_MOUSE
LDOC1_HUMAN	A0A5F7ZNL8_MACMU	LDOC1_MOUSE
SNORC_HUMAN	A0A5F7ZMD3_MACMU	SNORC_MOUSE
NRARP_HUMAN	G7NET5_MACMU	NRARP_MOUSE
RPC10_HUMAN	H9EUX4_MACMU	RPC10_MOUSE
CGB2_HUMAN	F6ZGB1_MACMU	LSHB_MOUSE
ACPM_HUMAN	F6ZGB1_MACMU	ACPM_MOUSE
CO065_HUMAN	F7GSC2_MACMU	V9GXK1_MOUSE
PIGP_HUMAN	F7GSC2_MACMU	PIGP_MOUSE
ALKL1_HUMAN	F6VMX1_MACMU	ALKL1_MOUSE
LCN8_HUMAN	A0A1D5QZT6_MACMU	LCN8_MOUSE
EIF1B_HUMAN	A0A1D5R466_MACMU	EIF1B_MOUSE
VATF_HUMAN	G7MMB6_MACMU	VATF_MOUSE
ELOC_HUMAN	A0A1D5QT33_MACMU	ELOC_MOUSE
LSMD1_HUMAN	A0A1D5QT33_MACMU	LSMD1_MOUSE
CT144_HUMAN	F7DEM1_MACMU	A2AKE5_MOUSE
INSL4_HUMAN	A0A5F7ZJG1_MACMU	A2AKE5_MOUSE
CXCL7_HUMAN	F6SCP6_MACMU	A2AKE5_MOUSE
PRA20_HUMAN	F6SCP6_MACMU	A2ASI9_MOUSE
TEN1L_HUMAN	F7D4J3_MACMU	TEN1L_MOUSE
MAGBG_HUMAN	F7D4J3_MACMU	MAGBG_MOUSE
MAGBG_HUMAN	F7AWC7_MACMU	CF201_MOUSE
TRBC1_HUMAN	A0A5F7ZXT0_MACMU	A0A075B5J4_MOUSE
RCAF1_HUMAN	A0A5F7ZXT0_MACMU	RCAF1_MOUSE
PRR9_HUMAN	F7DX92_MACMU	PRR9_MOUSE
CCL21_HUMAN	CCL21_MACMU	CC21C_MOUSE
PFD1_HUMAN	A0A5F7ZYT3_MACMU	PFD1_MOUSE
SAM13_HUMAN	F6X5B2_MACMU	SAM13_MOUSE
LCE1F_HUMAN	F7AE93_MACMU	Q9D1C5_MOUSE
LCE1F_HUMAN	F6QMB1_MACMU	Q9D9Q3_MOUSE
RET7_HUMAN	F6QMB1_MACMU	RET7_MOUSE
BRI3_HUMAN	F6QMB1_MACMU	BRI3_MOUSE
CJ105_HUMAN	A0A5F7ZKE0_MACMU	G3UW87_MOUSE
TIM16_HUMAN	A0A5F7ZKE0_MACMU	TIM16_MOUSE
MAR1_HUMAN	F7G2A4_MACMU	Q2TA50_MOUSE
FLT3L_HUMAN	F7G2A4_MACMU	FLT3L_MOUSE
DAD1_HUMAN	G7MX20_MACMU	DAD1_MOUSE
FA32A_HUMAN	G7NMP1_MACMU	FA32A_MOUSE
COPT2_HUMAN	A0A5F7ZX39_MACMU	COPT2_MOUSE
TNT_HUMAN	A0A5F8A729_MACMU	COPT2_MOUSE
TNT_HUMAN	TCAL1_MACMU	TCAL1_MOUSE
ASTER_HUMAN	TCAL1_MACMU	ASTER_MOUSE
ID3_HUMAN	F7GBM3_MACMU	ID3_MOUSE
SMS_HUMAN	F6TGD4_MACMU	SMS_MOUSE
CD15L_HUMAN	F7BI77_MACMU	SMS_MOUSE
ZN660_HUMAN	H9FMX5_MACMU	SMS_MOUSE
DJC24_HUMAN	H9FMX5_MACMU	DJC24_MOUSE
OSTB_HUMAN	F6XFT2_MACMU	OSTB_MOUSE
KCNE2_HUMAN	A0A5F8AGE7_MACMU	KCNE2_MOUSE
SDHF3_HUMAN	F6TUZ7_MACMU	SDHF3_MOUSE
EIF1_HUMAN	F7D2W5_MACMU	EIF1_MOUSE
SLPI_HUMAN	A0A5F7ZQ54_MACMU	SLPI_MOUSE
TM239_HUMAN	A0A5F7ZQ54_MACMU	TM239_MOUSE
CGB7_HUMAN	F7APL4_MACMU	TM239_MOUSE
4EBP1_HUMAN	G7MZ42_MACMU	4EBP1_MOUSE
CST11_HUMAN	F6YY98_MACMU	CST11_MOUSE
F229A_HUMAN	F6YM49_MACMU	F229A_MOUSE
LCE2D_HUMAN	F6VGX9_MACMU	F229A_MOUSE
EFC2_HUMAN	A0A5F8AS16_MACMU	F229A_MOUSE
RLA1_HUMAN	F6TQ53_MACMU	RLA1_MOUSE
NATD1_HUMAN	A0A5F8AQE2_MACMU	NATD1_MOUSE
DUS28_HUMAN	A0A5F8AQE2_MACMU	DUS28_MOUSE
TMM42_HUMAN	A0A5F8AQE2_MACMU	TMM42_MOUSE
IL9_HUMAN	F6VHG9_MACMU	IL9_MOUSE
CA054_HUMAN	F7FDI6_MACMU	CA054_MOUSE
CA054_HUMAN	F7A7S0_MACMU	CI085_MOUSE
ZN727_HUMAN	F7A7S0_MACMU	L7N2E7_MOUSE
RM23_HUMAN	F7A7S0_MACMU	RM23_MOUSE
CXL17_HUMAN	F7EWH0_MACMU	CXL17_MOUSE
CYYR1_HUMAN	F7EWH0_MACMU	CYYR1_MOUSE
EFC10_HUMAN	A0A1D5Q2L4_MACMU	CYYR1_MOUSE
RL35A_HUMAN	I2CYS6_MACMU	RL35A_MOUSE
STP2_HUMAN	B3LF37_MACMU	STP2_MOUSE
RLA2_HUMAN	F7BM66_MACMU	RLA2_MOUSE
F106C_HUMAN	A0A5F7Z7L7_MACMU	RLA2_MOUSE
LSHB_HUMAN	F6ZG96_MACMU	RLA2_MOUSE
TPC6A_HUMAN	F6ZG96_MACMU	TPC6A_MOUSE
DPPA5_HUMAN	A0A5F7ZFA8_MACMU	DPA5A_MOUSE
DPPA5_HUMAN	F7ASH3_MACMU	E9Q046_MOUSE
CD3Z_HUMAN	F7ASH3_MACMU	CD3Z_MOUSE
PHS2_HUMAN	A0A5F8ATN2_MACMU	PHS2_MOUSE
IFT25_HUMAN	A0A5F8ATN2_MACMU	IFT25_MOUSE
LEG1_HUMAN	A0A5F8ATN2_MACMU	LEG1_MOUSE
CDPF1_HUMAN	A0A5F7Z9E4_MACMU	CDPF1_MOUSE
CDPF1_HUMAN	A0A5F7ZV72_MACMU	DRC8_MOUSE
KRA14_HUMAN	F7GZ43_MACMU	A2A590_MOUSE
TM244_HUMAN	A0A1D5Q820_MACMU	A2A590_MOUSE
CB091_HUMAN	A0A1D5Q1S7_MACMU	A2A590_MOUSE
TM211_HUMAN	F6SSC5_MACMU	TM211_MOUSE
MA6D1_HUMAN	F6SSC5_MACMU	MA6D1_MOUSE
PRAM9_HUMAN	F6SSC5_MACMU	L7N277_MOUSE
CN177_HUMAN	A0A5F7ZUM6_MACMU	L7N277_MOUSE
KRA23_HUMAN	A0A5F7ZUM6_MACMU	A0PK51_MOUSE
SIM23_HUMAN	F7FVH8_MACMU	SIM23_MOUSE
DPOE4_HUMAN	F7GQV8_MACMU	DPOE4_MOUSE
PA2GF_HUMAN	F7GQV8_MACMU	PA2GF_MOUSE
SKA2_HUMAN	G7NHY3_MACMU	SKA2_MOUSE
TPD55_HUMAN	F6U839_MACMU	SKA2_MOUSE
MTCP1_HUMAN	F6QM31_MACMU	MTCP1_MOUSE
